state,transaction_year,quater,transaction_places,transaction_count,transaction_amount
meghalaya,2020,3,north garo hills district,17943,23618250
meghalaya,2020,3,south west khasi hills district,5942,8330565
meghalaya,2020,3,west garo hills district,117550,249575864
meghalaya,2020,3,south garo hills district,17171,23368652
meghalaya,2020,3,east jaintia hills district,52534,99669877
meghalaya,2020,3,south west garo hills district,19536,31848167
meghalaya,2020,3,east khasi hills district,239307,571789473
meghalaya,2020,3,east garo hills district,19353,30405909
meghalaya,2020,3,ribhoi district,64590,138771339
meghalaya,2020,3,west jaintia hills district,28622,39860361
meghalaya,2020,3,west khasi hills district,15031,19820539
meghalaya,2020,4,north garo hills district,22048,36801863
meghalaya,2020,4,south west khasi hills district,7330,18169052
meghalaya,2020,4,west garo hills district,149536,362364387
meghalaya,2020,4,south garo hills district,22487,34586748
meghalaya,2020,4,east jaintia hills district,65059,162952261
meghalaya,2020,4,south west garo hills district,24078,49584665
meghalaya,2020,4,east khasi hills district,298622,777719090
meghalaya,2020,4,east garo hills district,23262,41847990
meghalaya,2020,4,ribhoi district,90879,223682008
meghalaya,2020,4,west jaintia hills district,32267,55102701
meghalaya,2020,4,west khasi hills district,18440,41431802
meghalaya,2020,1,north garo hills district,9622,11664668
meghalaya,2020,1,south west khasi hills district,3516,5420604
meghalaya,2020,1,west garo hills district,65263,130098803
meghalaya,2020,1,south garo hills district,10483,11902327
meghalaya,2020,1,east jaintia hills district,36855,76021760
meghalaya,2020,1,south west garo hills district,10582,14322530
meghalaya,2020,1,east khasi hills district,280817,712010339
meghalaya,2020,1,east garo hills district,10003,15050504
meghalaya,2020,1,ribhoi district,51789,109400759
meghalaya,2020,1,west jaintia hills district,15784,22057088
meghalaya,2020,1,west khasi hills district,7569,12185453
meghalaya,2020,2,north garo hills district,19393,16949021
meghalaya,2020,2,south west khasi hills district,5952,5344985
meghalaya,2020,2,west garo hills district,107355,178844205
meghalaya,2020,2,south garo hills district,15934,18498464
meghalaya,2020,2,east jaintia hills district,50077,79110098
meghalaya,2020,2,south west garo hills district,20761,21835410
meghalaya,2020,2,east khasi hills district,294655,669450297
meghalaya,2020,2,east garo hills district,19865,19379120
meghalaya,2020,2,ribhoi district,60451,108416383
meghalaya,2020,2,west jaintia hills district,26041,22356066
meghalaya,2020,2,west khasi hills district,14911,13551099
meghalaya,2022,3,north garo hills district,48727,107884419
meghalaya,2022,3,south west khasi hills district,13340,47102262
meghalaya,2022,3,west garo hills district,508052,1283479556
meghalaya,2022,3,south garo hills district,35206,88310719
meghalaya,2022,3,east jaintia hills district,241204,633317484
meghalaya,2022,3,south west garo hills district,48898,121831916
meghalaya,2022,3,east khasi hills district,2924522,6137770373
meghalaya,2022,3,east garo hills district,47047,99390252
meghalaya,2022,3,ribhoi district,400075,825278960
meghalaya,2022,3,west jaintia hills district,62798,171112837
meghalaya,2022,3,west khasi hills district,29296,87822016
meghalaya,2022,4,north garo hills district,59149,130072498
meghalaya,2022,4,south west khasi hills district,16773,61873256
meghalaya,2022,4,west garo hills district,612945,1565478827
meghalaya,2022,4,south garo hills district,47478,134393051
meghalaya,2022,4,east jaintia hills district,252554,698736182
meghalaya,2022,4,south west garo hills district,59231,150334364
meghalaya,2022,4,east khasi hills district,2285868,4886013367
meghalaya,2022,4,east garo hills district,59445,143293321
meghalaya,2022,4,ribhoi district,416100,855262410
meghalaya,2022,4,west jaintia hills district,81501,229129661
meghalaya,2022,4,west khasi hills district,41404,141954215
meghalaya,2022,1,north garo hills district,42030,87894203
meghalaya,2022,1,south west khasi hills district,14208,62450373
meghalaya,2022,1,west garo hills district,325791,991586557
meghalaya,2022,1,south garo hills district,43827,166412749
meghalaya,2022,1,east jaintia hills district,169484,496156278
meghalaya,2022,1,south west garo hills district,39644,98249285
meghalaya,2022,1,east khasi hills district,653082,1762837936
meghalaya,2022,1,east garo hills district,42878,97659034
meghalaya,2022,1,ribhoi district,257923,624403404
meghalaya,2022,1,west jaintia hills district,49196,126597671
meghalaya,2022,1,west khasi hills district,36687,148090837
meghalaya,2022,2,north garo hills district,44965,92496675
meghalaya,2022,2,south west khasi hills district,13571,49978363
meghalaya,2022,2,west garo hills district,392151,1150602954
meghalaya,2022,2,south garo hills district,33680,92292848
meghalaya,2022,2,east jaintia hills district,193196,502640751
meghalaya,2022,2,south west garo hills district,43006,118240788
meghalaya,2022,2,east khasi hills district,853333,2156500112
meghalaya,2022,2,east garo hills district,46150,106793207
meghalaya,2022,2,ribhoi district,337102,755786725
meghalaya,2022,2,west jaintia hills district,56272,152394109
meghalaya,2022,2,west khasi hills district,31223,103764884
meghalaya,2019,3,north garo hills district,6329,7479871
meghalaya,2019,3,south west khasi hills district,2009,2418047
meghalaya,2019,3,west garo hills district,45652,90390851
meghalaya,2019,3,south garo hills district,4768,7846736
meghalaya,2019,3,east jaintia hills district,28604,50090916
meghalaya,2019,3,south west garo hills district,6405,9676872
meghalaya,2019,3,east khasi hills district,156970,344129503
meghalaya,2019,3,east garo hills district,5970,8134689
meghalaya,2019,3,ribhoi district,36292,73979318
meghalaya,2019,3,west jaintia hills district,8947,11292434
meghalaya,2019,3,west khasi hills district,4604,6779362
meghalaya,2019,4,north garo hills district,8449,11018090
meghalaya,2019,4,south west khasi hills district,2753,4185672
meghalaya,2019,4,west garo hills district,51137,104063298
meghalaya,2019,4,south garo hills district,7020,9901296
meghalaya,2019,4,east jaintia hills district,31575,61615652
meghalaya,2019,4,south west garo hills district,7301,11722163
meghalaya,2019,4,east khasi hills district,189936,413649820
meghalaya,2019,4,east garo hills district,7811,11523924
meghalaya,2019,4,ribhoi district,42953,90622918
meghalaya,2019,4,west jaintia hills district,11750,16126169
meghalaya,2019,4,west khasi hills district,5296,8007467
meghalaya,2019,1,north garo hills district,3816,4016398
meghalaya,2019,1,south west khasi hills district,1267,2118829
meghalaya,2019,1,west garo hills district,30087,58548564
meghalaya,2019,1,south garo hills district,3146,7486873
meghalaya,2019,1,east jaintia hills district,25054,46007520
meghalaya,2019,1,south west garo hills district,3819,4558241
meghalaya,2019,1,east khasi hills district,101662,201352082
meghalaya,2019,1,east garo hills district,3529,6495149
meghalaya,2019,1,ribhoi district,27304,55813436
meghalaya,2019,1,west jaintia hills district,5411,7594602
meghalaya,2019,1,west khasi hills district,3646,5045464
meghalaya,2019,2,north garo hills district,3804,4329558
meghalaya,2019,2,south west khasi hills district,1152,2679006
meghalaya,2019,2,west garo hills district,32077,70701852
meghalaya,2019,2,south garo hills district,3048,7076537
meghalaya,2019,2,east jaintia hills district,21325,43624217
meghalaya,2019,2,south west garo hills district,4563,6981663
meghalaya,2019,2,east khasi hills district,126665,274701980
meghalaya,2019,2,east garo hills district,3926,6785815
meghalaya,2019,2,ribhoi district,27488,61625177
meghalaya,2019,2,west jaintia hills district,5226,9713762
meghalaya,2019,2,west khasi hills district,3012,4711717
meghalaya,2018,3,north garo hills district,2271,1976480
meghalaya,2018,3,south west khasi hills district,1032,1016289
meghalaya,2018,3,west garo hills district,17911,31488596
meghalaya,2018,3,south garo hills district,2110,2467349
meghalaya,2018,3,east jaintia hills district,11397,22683448
meghalaya,2018,3,south west garo hills district,2740,4294444
meghalaya,2018,3,east khasi hills district,54015,111173160
meghalaya,2018,3,east garo hills district,1323,1963470
meghalaya,2018,3,ribhoi district,13023,26072883
meghalaya,2018,3,west jaintia hills district,3240,4571330
meghalaya,2018,3,west khasi hills district,1228,2146208
meghalaya,2018,4,north garo hills district,4011,4590211
meghalaya,2018,4,south west khasi hills district,1518,2669874
meghalaya,2018,4,west garo hills district,29000,52674487
meghalaya,2018,4,south garo hills district,3037,6001319
meghalaya,2018,4,east jaintia hills district,20614,37885027
meghalaya,2018,4,south west garo hills district,3950,4531236
meghalaya,2018,4,east khasi hills district,70386,167808906
meghalaya,2018,4,east garo hills district,2808,5832920
meghalaya,2018,4,ribhoi district,18294,42066652
meghalaya,2018,4,west jaintia hills district,4693,7562803
meghalaya,2018,4,west khasi hills district,2821,5962239
meghalaya,2018,1,north garo hills district,922,652554
meghalaya,2018,1,south west khasi hills district,319,489330
meghalaya,2018,1,west garo hills district,7660,9199200
meghalaya,2018,1,south garo hills district,705,807410
meghalaya,2018,1,east jaintia hills district,4896,8299361
meghalaya,2018,1,south west garo hills district,798,1015597
meghalaya,2018,1,east khasi hills district,23283,31807959
meghalaya,2018,1,east garo hills district,749,781579
meghalaya,2018,1,ribhoi district,6029,8736566
meghalaya,2018,1,west jaintia hills district,3131,2812937
meghalaya,2018,1,west khasi hills district,1079,1647761
meghalaya,2018,2,north garo hills district,1403,1278347
meghalaya,2018,2,south west khasi hills district,396,311487
meghalaya,2018,2,west garo hills district,10651,19685429
meghalaya,2018,2,south garo hills district,1103,1553253
meghalaya,2018,2,east jaintia hills district,6004,13059945
meghalaya,2018,2,south west garo hills district,1767,1724404
meghalaya,2018,2,east khasi hills district,33966,61180700
meghalaya,2018,2,east garo hills district,832,1032161
meghalaya,2018,2,ribhoi district,8761,14181827
meghalaya,2018,2,west jaintia hills district,2232,2312980
meghalaya,2018,2,west khasi hills district,742,684129
nagaland,2021,3,mon district,56260,185806960
nagaland,2021,3,phek district,36963,116637883
nagaland,2021,3,longleng district,14691,44639115
nagaland,2021,3,mokokchung district,59456,170603111
nagaland,2021,3,kiphire district,14042,52234088
nagaland,2021,3,kohima district,335522,874957891
nagaland,2021,3,tuensang district,30653,109337195
nagaland,2021,3,peren district,19756,57076677
nagaland,2021,3,dimapur district,727702,2201388248
nagaland,2021,3,zunheboto district,23265,77798029
nagaland,2021,3,wokha district,38482,96937646
nagaland,2021,4,mon district,61436,235277660
nagaland,2021,4,phek district,44854,152644732
nagaland,2021,4,longleng district,16341,59818503
nagaland,2021,4,mokokchung district,64765,206715301
nagaland,2021,4,kiphire district,16058,54423239
nagaland,2021,4,kohima district,413753,1056357839
nagaland,2021,4,tuensang district,37106,148350887
nagaland,2021,4,peren district,22569,71109896
nagaland,2021,4,dimapur district,886146,2741781159
nagaland,2021,4,zunheboto district,25944,81774057
nagaland,2021,4,wokha district,42511,130830504
nagaland,2021,1,mon district,43337,148431447
nagaland,2021,1,phek district,24927,86311391
nagaland,2021,1,longleng district,12009,34735822
nagaland,2021,1,mokokchung district,43465,116937738
nagaland,2021,1,kiphire district,10667,36122629
nagaland,2021,1,kohima district,209442,611989486
nagaland,2021,1,tuensang district,23643,84510754
nagaland,2021,1,peren district,12322,33575965
nagaland,2021,1,dimapur district,550985,1837044748
nagaland,2021,1,zunheboto district,18219,51849616
nagaland,2021,1,wokha district,26881,65940883
nagaland,2021,2,mon district,51055,137641682
nagaland,2021,2,phek district,31478,98158667
nagaland,2021,2,longleng district,13528,39521626
nagaland,2021,2,mokokchung district,63952,152031632
nagaland,2021,2,kiphire district,12223,43311509
nagaland,2021,2,kohima district,274137,694940464
nagaland,2021,2,tuensang district,27199,84823658
nagaland,2021,2,peren district,15860,42645682
nagaland,2021,2,dimapur district,585389,1726249195
nagaland,2021,2,zunheboto district,21747,54703199
nagaland,2021,2,wokha district,34223,82266645
nagaland,2023,1,mon district,149869,486405792
nagaland,2023,1,phek district,79530,255188847
nagaland,2023,1,longleng district,35715,115405751
nagaland,2023,1,mokokchung district,145142,452314800
nagaland,2023,1,kiphire district,36068,110625247
nagaland,2023,1,kohima district,453911,1235284779
nagaland,2023,1,tuensang district,87808,328452538
nagaland,2023,1,peren district,51856,144439545
nagaland,2023,1,dimapur district,1475840,4205042331
nagaland,2023,1,zunheboto district,63639,195487440
nagaland,2023,1,wokha district,106192,285750784
nagaland,2023,2,mon district,133673,410071101
nagaland,2023,2,phek district,73829,238420851
nagaland,2023,2,longleng district,24806,73921018
nagaland,2023,2,mokokchung district,141308,427839496
nagaland,2023,2,kiphire district,33949,107432144
nagaland,2023,2,kohima district,501179,1346997995
nagaland,2023,2,tuensang district,76278,274350868
nagaland,2023,2,peren district,47839,140403703
nagaland,2023,2,dimapur district,1735282,4577151672
nagaland,2023,2,zunheboto district,46870,140294277
nagaland,2023,2,wokha district,106988,284516185
nagaland,2020,3,mon district,53050,85955858
nagaland,2020,3,phek district,26004,53114140
nagaland,2020,3,longleng district,10017,19598582
nagaland,2020,3,mokokchung district,43164,83590575
nagaland,2020,3,kiphire district,12462,29101447
nagaland,2020,3,kohima district,149404,438659891
nagaland,2020,3,tuensang district,25719,59266466
nagaland,2020,3,peren district,13958,25258376
nagaland,2020,3,dimapur district,352179,1122771447
nagaland,2020,3,zunheboto district,21556,44845371
nagaland,2020,3,wokha district,28806,47486985
nagaland,2020,4,mon district,51806,149055802
nagaland,2020,4,phek district,28612,75169716
nagaland,2020,4,longleng district,13202,34760738
nagaland,2020,4,mokokchung district,48813,129158623
nagaland,2020,4,kiphire district,12945,38345433
nagaland,2020,4,kohima district,168861,528950655
nagaland,2020,4,tuensang district,29583,92512403
nagaland,2020,4,peren district,14947,37707510
nagaland,2020,4,dimapur district,422501,1549414048
nagaland,2020,4,zunheboto district,23475,60794471
nagaland,2020,4,wokha district,33080,77215466
nagaland,2020,1,mon district,28668,56777615
nagaland,2020,1,phek district,13124,24135509
nagaland,2020,1,longleng district,4576,8570430
nagaland,2020,1,mokokchung district,22949,46458137
nagaland,2020,1,kiphire district,8571,15127296
nagaland,2020,1,kohima district,68246,160485650
nagaland,2020,1,tuensang district,13234,29281215
nagaland,2020,1,peren district,6691,10449509
nagaland,2020,1,dimapur district,185428,497123725
nagaland,2020,1,zunheboto district,12812,23929943
nagaland,2020,1,wokha district,13752,22440994
nagaland,2020,2,mon district,42193,72681549
nagaland,2020,2,phek district,21862,39562622
nagaland,2020,2,longleng district,8262,14490014
nagaland,2020,2,mokokchung district,34034,59551064
nagaland,2020,2,kiphire district,11097,21770604
nagaland,2020,2,kohima district,98852,235056409
nagaland,2020,2,tuensang district,19823,47286166
nagaland,2020,2,peren district,11337,17709802
nagaland,2020,2,dimapur district,232533,564581175
nagaland,2020,2,zunheboto district,18146,34250745
nagaland,2020,2,wokha district,19427,30734350
nagaland,2022,3,mon district,68148,217924271
nagaland,2022,3,phek district,45816,151822055
nagaland,2022,3,longleng district,15346,48028740
nagaland,2022,3,mokokchung district,81244,249065125
nagaland,2022,3,kiphire district,19352,63372092
nagaland,2022,3,kohima district,390575,1084969826
nagaland,2022,3,tuensang district,44657,158205190
nagaland,2022,3,peren district,24443,79886712
nagaland,2022,3,dimapur district,1094753,3023858206
nagaland,2022,3,zunheboto district,30504,94302709
nagaland,2022,3,wokha district,79275,192965563
nagaland,2022,4,mon district,76894,266072328
nagaland,2022,4,phek district,43589,150669221
nagaland,2022,4,longleng district,17482,54513835
nagaland,2022,4,mokokchung district,79409,280130670
nagaland,2022,4,kiphire district,19928,66609982
nagaland,2022,4,kohima district,396318,1086767701
nagaland,2022,4,tuensang district,44176,177953210
nagaland,2022,4,peren district,24353,76706538
nagaland,2022,4,dimapur district,1632985,4411217834
nagaland,2022,4,zunheboto district,29697,102825390
nagaland,2022,4,wokha district,111374,296499670
nagaland,2022,1,mon district,66833,240110588
nagaland,2022,1,phek district,44704,145342038
nagaland,2022,1,longleng district,17513,56264190
nagaland,2022,1,mokokchung district,68366,207590215
nagaland,2022,1,kiphire district,17406,57722840
nagaland,2022,1,kohima district,457809,1127446949
nagaland,2022,1,tuensang district,40524,151138444
nagaland,2022,1,peren district,24401,75586065
nagaland,2022,1,dimapur district,1111352,3258683919
nagaland,2022,1,zunheboto district,28736,88839937
nagaland,2022,1,wokha district,48308,136226519
nagaland,2022,2,mon district,69381,223341368
nagaland,2022,2,phek district,47255,163573534
nagaland,2022,2,longleng district,17247,53281628
nagaland,2022,2,mokokchung district,77214,244058058
nagaland,2022,2,kiphire district,20492,71074150
nagaland,2022,2,kohima district,308395,886866183
nagaland,2022,2,tuensang district,45170,164759286
nagaland,2022,2,peren district,24587,76072297
nagaland,2022,2,dimapur district,1334969,3611270476
nagaland,2022,2,zunheboto district,32898,100740614
nagaland,2022,2,wokha district,53721,145247750
nagaland,2019,3,mon district,17134,36965971
nagaland,2019,3,phek district,8985,20348950
nagaland,2019,3,longleng district,2839,5855246
nagaland,2019,3,mokokchung district,17903,35622564
nagaland,2019,3,kiphire district,4847,7311019
nagaland,2019,3,kohima district,50183,133224817
nagaland,2019,3,tuensang district,9274,19613846
nagaland,2019,3,peren district,4277,8062310
nagaland,2019,3,dimapur district,117140,307103749
nagaland,2019,3,zunheboto district,20054,60553998
nagaland,2019,3,wokha district,9242,16293996
nagaland,2019,4,mon district,23615,52231884
nagaland,2019,4,phek district,11054,24095426
nagaland,2019,4,longleng district,3517,7854502
nagaland,2019,4,mokokchung district,21048,44939725
nagaland,2019,4,kiphire district,5522,11787954
nagaland,2019,4,kohima district,58317,160227363
nagaland,2019,4,tuensang district,11148,25427823
nagaland,2019,4,peren district,5148,10804065
nagaland,2019,4,dimapur district,142922,401874104
nagaland,2019,4,zunheboto district,23374,73875655
nagaland,2019,4,wokha district,11505,21418632
nagaland,2019,1,mon district,9694,32110056
nagaland,2019,1,phek district,5062,12361140
nagaland,2019,1,longleng district,1593,2777167
nagaland,2019,1,mokokchung district,11808,22421067
nagaland,2019,1,kiphire district,2103,4550857
nagaland,2019,1,kohima district,34373,93498426
nagaland,2019,1,tuensang district,5962,15964521
nagaland,2019,1,peren district,2689,6473296
nagaland,2019,1,dimapur district,80741,222202606
nagaland,2019,1,zunheboto district,8860,16471426
nagaland,2019,1,wokha district,5694,13111143
nagaland,2019,2,mon district,10564,30077446
nagaland,2019,2,phek district,5232,11255799
nagaland,2019,2,longleng district,1530,3480572
nagaland,2019,2,mokokchung district,11894,28979287
nagaland,2019,2,kiphire district,2784,6816990
nagaland,2019,2,kohima district,35959,102757262
nagaland,2019,2,tuensang district,6027,16464089
nagaland,2019,2,peren district,2715,6719423
nagaland,2019,2,dimapur district,86518,258070892
nagaland,2019,2,zunheboto district,19752,43001192
nagaland,2019,2,wokha district,5778,12443724
nagaland,2018,3,mon district,4368,10680645
nagaland,2018,3,phek district,2951,4193127
nagaland,2018,3,longleng district,529,941537
nagaland,2018,3,mokokchung district,7245,14438372
nagaland,2018,3,kiphire district,1527,1911400
nagaland,2018,3,kohima district,20678,62621606
nagaland,2018,3,tuensang district,4657,8672814
nagaland,2018,3,peren district,1349,3565504
nagaland,2018,3,dimapur district,44383,122676685
nagaland,2018,3,zunheboto district,3370,6042931
nagaland,2018,3,wokha district,3314,6048116
nagaland,2018,4,mon district,7966,25315124
nagaland,2018,4,phek district,3615,6547794
nagaland,2018,4,longleng district,907,1946732
nagaland,2018,4,mokokchung district,10673,21026422
nagaland,2018,4,kiphire district,2008,3577703
nagaland,2018,4,kohima district,28604,84867917
nagaland,2018,4,tuensang district,5518,14443409
nagaland,2018,4,peren district,2071,6712394
nagaland,2018,4,dimapur district,68046,202172094
nagaland,2018,4,zunheboto district,4966,12449027
nagaland,2018,4,wokha district,4959,8954846
nagaland,2018,1,mon district,1851,2962723
nagaland,2018,1,phek district,1397,1347986
nagaland,2018,1,longleng district,605,547262
nagaland,2018,1,mokokchung district,3428,5653655
nagaland,2018,1,kiphire district,255,558831
nagaland,2018,1,kohima district,11070,20744033
nagaland,2018,1,tuensang district,1861,2939509
nagaland,2018,1,peren district,587,1228042
nagaland,2018,1,dimapur district,18449,38330087
nagaland,2018,1,zunheboto district,1700,1750900
nagaland,2018,1,wokha district,1642,1942858
nagaland,2018,2,mon district,2652,5592193
nagaland,2018,2,phek district,2058,3265939
nagaland,2018,2,longleng district,526,606015
nagaland,2018,2,mokokchung district,4472,6880664
nagaland,2018,2,kiphire district,497,1392292
nagaland,2018,2,kohima district,14759,41958069
nagaland,2018,2,tuensang district,2914,5272196
nagaland,2018,2,peren district,1151,3132544
nagaland,2018,2,dimapur district,31758,78472133
nagaland,2018,2,zunheboto district,1961,3800720
nagaland,2018,2,wokha district,2851,2952808
arunachal-pradesh,2021,3,lower dibang valley district,50270,133788746
arunachal-pradesh,2021,3,lower subansiri district,46105,142674452
arunachal-pradesh,2021,3,longding district,32638,100698520
arunachal-pradesh,2021,3,west siang district,65763,217065611
arunachal-pradesh,2021,3,kamle district,6064,19140719
arunachal-pradesh,2021,3,upper siang district,27960,114285857
arunachal-pradesh,2021,3,tirap district,47118,143620525
arunachal-pradesh,2021,3,papum pare district,710098,1995999756
arunachal-pradesh,2021,3,kurung kumey district,7417,30935383
arunachal-pradesh,2021,3,anjaw district,22621,69876730
arunachal-pradesh,2021,3,siang district,17241,58453201
arunachal-pradesh,2021,3,lower siang district,19324,46101622
arunachal-pradesh,2021,3,kra daadi district,8974,32167939
arunachal-pradesh,2021,3,changlang district,120126,319705502
arunachal-pradesh,2021,3,pakke kessang district,5061,12416386
arunachal-pradesh,2021,3,dibang valley district,2354,13284361
arunachal-pradesh,2021,3,west kameng district,209165,658232385
arunachal-pradesh,2021,3,shi yomi district,2559,17495021
arunachal-pradesh,2021,3,east siang district,128957,368061706
arunachal-pradesh,2021,3,upper subansiri district,46434,191353412
arunachal-pradesh,2021,3,east kameng district,23739,102442240
arunachal-pradesh,2021,3,lohit district,117879,275160751
arunachal-pradesh,2021,3,lepa rada district,20756,72378628
arunachal-pradesh,2021,3,tawang district,89052,365404078
arunachal-pradesh,2021,3,namsai district,79292,177380632
arunachal-pradesh,2021,4,lower dibang valley district,65302,174980099
arunachal-pradesh,2021,4,lower subansiri district,60146,199366119
arunachal-pradesh,2021,4,longding district,37096,125754642
arunachal-pradesh,2021,4,west siang district,79050,267978346
arunachal-pradesh,2021,4,kamle district,8517,31862943
arunachal-pradesh,2021,4,upper siang district,41167,155266317
arunachal-pradesh,2021,4,tirap district,52675,172835892
arunachal-pradesh,2021,4,papum pare district,919925,2435796597
arunachal-pradesh,2021,4,kurung kumey district,8467,36028643
arunachal-pradesh,2021,4,anjaw district,24083,77313027
arunachal-pradesh,2021,4,siang district,22785,72065716
arunachal-pradesh,2021,4,lower siang district,25424,69995156
arunachal-pradesh,2021,4,kra daadi district,10986,42553945
arunachal-pradesh,2021,4,changlang district,147432,403255246
arunachal-pradesh,2021,4,pakke kessang district,6343,15848508
arunachal-pradesh,2021,4,dibang valley district,2711,14284034
arunachal-pradesh,2021,4,west kameng district,247346,765859269
arunachal-pradesh,2021,4,shi yomi district,3066,19610548
arunachal-pradesh,2021,4,east siang district,169617,450185173
arunachal-pradesh,2021,4,upper subansiri district,54298,226652835
arunachal-pradesh,2021,4,east kameng district,27988,122366463
arunachal-pradesh,2021,4,lohit district,142772,328942905
arunachal-pradesh,2021,4,lepa rada district,28633,101798549
arunachal-pradesh,2021,4,tawang district,99575,412396002
arunachal-pradesh,2021,4,namsai district,105194,220513367
arunachal-pradesh,2021,1,lower dibang valley district,32427,90709108
arunachal-pradesh,2021,1,lower subansiri district,29916,106591162
arunachal-pradesh,2021,1,longding district,23962,75573420
arunachal-pradesh,2021,1,west siang district,42575,138700637
arunachal-pradesh,2021,1,kamle district,3092,11023767
arunachal-pradesh,2021,1,upper siang district,21312,73026286
arunachal-pradesh,2021,1,tirap district,32043,110593517
arunachal-pradesh,2021,1,papum pare district,419891,1388723426
arunachal-pradesh,2021,1,kurung kumey district,4962,22483754
arunachal-pradesh,2021,1,anjaw district,12823,38844865
arunachal-pradesh,2021,1,siang district,13679,42644184
arunachal-pradesh,2021,1,lower siang district,13231,37929392
arunachal-pradesh,2021,1,kra daadi district,6393,24326518
arunachal-pradesh,2021,1,changlang district,78849,220167765
arunachal-pradesh,2021,1,pakke kessang district,3563,8146941
arunachal-pradesh,2021,1,dibang valley district,1930,7949867
arunachal-pradesh,2021,1,west kameng district,120906,384735272
arunachal-pradesh,2021,1,shi yomi district,1251,6905518
arunachal-pradesh,2021,1,east siang district,82357,253988360
arunachal-pradesh,2021,1,upper subansiri district,28053,116973014
arunachal-pradesh,2021,1,east kameng district,16281,77915774
arunachal-pradesh,2021,1,lohit district,72380,198534806
arunachal-pradesh,2021,1,lepa rada district,15690,52794992
arunachal-pradesh,2021,1,tawang district,54137,207859088
arunachal-pradesh,2021,1,namsai district,45753,116637630
arunachal-pradesh,2021,2,lower dibang valley district,42091,105552358
arunachal-pradesh,2021,2,lower subansiri district,40081,120717472
arunachal-pradesh,2021,2,longding district,31640,96566640
arunachal-pradesh,2021,2,west siang district,59341,180700138
arunachal-pradesh,2021,2,kamle district,5476,17345427
arunachal-pradesh,2021,2,upper siang district,25971,89455180
arunachal-pradesh,2021,2,tirap district,46320,144548683
arunachal-pradesh,2021,2,papum pare district,552953,1501062555
arunachal-pradesh,2021,2,kurung kumey district,6623,27396796
arunachal-pradesh,2021,2,anjaw district,15311,43475744
arunachal-pradesh,2021,2,siang district,17032,52687221
arunachal-pradesh,2021,2,lower siang district,17401,45499278
arunachal-pradesh,2021,2,kra daadi district,8758,35998227
arunachal-pradesh,2021,2,changlang district,105461,264031910
arunachal-pradesh,2021,2,pakke kessang district,4424,13097426
arunachal-pradesh,2021,2,dibang valley district,1995,9465919
arunachal-pradesh,2021,2,west kameng district,164866,482626617
arunachal-pradesh,2021,2,shi yomi district,2135,12166777
arunachal-pradesh,2021,2,east siang district,106787,286839106
arunachal-pradesh,2021,2,upper subansiri district,35856,131912938
arunachal-pradesh,2021,2,east kameng district,22015,95352007
arunachal-pradesh,2021,2,lohit district,99686,230495504
arunachal-pradesh,2021,2,lepa rada district,21273,71336743
arunachal-pradesh,2021,2,tawang district,70061,251025037
arunachal-pradesh,2021,2,namsai district,64781,147069902
arunachal-pradesh,2023,1,lower dibang valley district,256396,537713700
arunachal-pradesh,2023,1,lower subansiri district,257899,585614438
arunachal-pradesh,2023,1,longding district,107606,261124844
arunachal-pradesh,2023,1,west siang district,320064,764188915
arunachal-pradesh,2023,1,kamle district,40383,92585537
arunachal-pradesh,2023,1,upper siang district,103335,268653642
arunachal-pradesh,2023,1,tirap district,157071,368592354
arunachal-pradesh,2023,1,papum pare district,3302746,5900429571
arunachal-pradesh,2023,1,kurung kumey district,29127,97772110
arunachal-pradesh,2023,1,anjaw district,47386,125631329
arunachal-pradesh,2023,1,siang district,80741,201397801
arunachal-pradesh,2023,1,lower siang district,95379,206156352
arunachal-pradesh,2023,1,kra daadi district,39986,133651279
arunachal-pradesh,2023,1,changlang district,494506,1101499481
arunachal-pradesh,2023,1,pakke kessang district,29274,53298027
arunachal-pradesh,2023,1,dibang valley district,6327,28921318
arunachal-pradesh,2023,1,west kameng district,662521,1414404520
arunachal-pradesh,2023,1,shi yomi district,6633,38151814
arunachal-pradesh,2023,1,east siang district,535198,990989057
arunachal-pradesh,2023,1,upper subansiri district,179629,533663642
arunachal-pradesh,2023,1,east kameng district,150931,375398867
arunachal-pradesh,2023,1,lohit district,483285,870836418
arunachal-pradesh,2023,1,lepa rada district,91748,200811427
arunachal-pradesh,2023,1,tawang district,239151,724541898
arunachal-pradesh,2023,1,namsai district,325503,518550113
arunachal-pradesh,2023,2,lower dibang valley district,320847,641502543
arunachal-pradesh,2023,2,lower subansiri district,341107,689315626
arunachal-pradesh,2023,2,longding district,130522,285288333
arunachal-pradesh,2023,2,west siang district,450143,970914462
arunachal-pradesh,2023,2,kamle district,55865,106363865
arunachal-pradesh,2023,2,upper siang district,128805,301652672
arunachal-pradesh,2023,2,tirap district,200783,446804515
arunachal-pradesh,2023,2,papum pare district,4245307,7148674913
arunachal-pradesh,2023,2,kurung kumey district,31722,97669815
arunachal-pradesh,2023,2,anjaw district,56827,151922212
arunachal-pradesh,2023,2,siang district,105020,227425026
arunachal-pradesh,2023,2,lower siang district,111333,218937621
arunachal-pradesh,2023,2,kra daadi district,47120,134813823
arunachal-pradesh,2023,2,changlang district,615184,1260077796
arunachal-pradesh,2023,2,pakke kessang district,34356,58620893
arunachal-pradesh,2023,2,dibang valley district,8132,39137344
arunachal-pradesh,2023,2,west kameng district,870033,1803248166
